CMST_CASE_JUVENILE_REF,maincrime,crime,age,result,assist,Risk,Need,reci
530842,10,106,16,37,1,0.29069628741952497,0.29069628741952497,0
521021,13,126,17,23,2,0.24879121916919048,0.23854946300302857,0
530337,2,97,16,30,0,0.35089933680086205,0.3369664456002874,0
524887,5,64,16,18,2,0.24053498363707,0.22053498363706997,0
527771,7,166,16,27,1,0.37310122408081003,0.36379755183837986,0
521148,13,143,16,4,1,0.3201704837553433,0.30927689136946535,0
532775,3,27,15,32,1,0.31042994431265025,0.2702149721563251,0
527488,7,119,16,31,2,0.1534361055328804,0.14839756595805026,0
528993,0,88,15,30,1,0.25370919560751554,0.2422255173645093,0
526349,0,88,16,30,0,0.3152416852067067,0.27901182564059895,0
529594,3,104,16,30,0,0.3564862992860247,0.3523780788576395,0
529109,9,33,16,22,1,0.34989421115927266,0.3560724701225174,0
531794,18,2,16,33,0,0.2505843645891315,0.23073045573641443,0
529296,11,145,15,7,2,0.32157677592126294,0.32405751361867646,0
525468,9,138,15,11,2,0.3380075564359903,0.3280075564359903,0
533029,11,145,17,24,1,0.378415896154335,0.3556207872787458,0
526710,10,49,16,23,2,0.48011891757948916,0.4324715562510394,0
527472,7,141,16,29,2,0.21973789071756128,0.21504742655770473,0
530518,7,129,15,30,2,0.3265570184679079,0.31655701846790796,0
526499,10,48,15,30,1,0.3291778909878506,0.32794472746962644,0
530024,2,98,16,30,0,0.34237326001451823,0.32647465200290365,0
531377,10,138,16,9,1,0.32467860120244335,0.2693572024048867,0
522804,9,71,17,16,1,0.34663855997387,0.304862655975612,0
529110,0,77,16,17,1,0.3917084082554346,0.37817195928736397,0
526811,11,146,14,5,1,0.32638552606375065,0.2963855260637507,0
526415,0,88,16,30,2,0.33475065838453644,0.31775153623058494,0
531900,4,18,15,37,0,0.3078772702523184,0.29494282075207434,0
529173,9,151,13,10,2,0.2645219873596756,0.25706978862370805,0
533136,7,100,16,31,1,0.23303470159065354,0.20539432313284306,0
524755,4,108,17,30,0,0.31832427743539427,0.32478374275597,0
521688,13,123,15,12,0,0.3332615835981671,0.32663079179908355,0
521044,13,122,15,5,1,0.39307265103353145,0.35075427861736,0
523391,9,138,17,12,2,0.39287917582237836,0.39431105219573515,0
531539,10,40,17,37,1,0.36164460578682345,0.34164460578682343,0
524240,7,165,14,27,1,0.299189332920623,0.289189332920623,0
529148,10,146,14,5,0,0.31931811315620123,0.29951293796871514,0
522188,13,123,17,18,0,0.3158016244821015,0.30709918775894923,0
532687,10,140,17,10,2,0.2636047071602533,0.24213176427991556,0
526944,8,156,17,16,1,0.36719095778180544,0.3689437240072498,0
521386,12,130,17,13,2,0.30104853781939356,0.2884142296989892,0
524948,7,123,17,30,2,0.24874572609574871,0.2207919577147035,0
521582,13,132,15,24,1,0.21738429435226367,0.19490082373051168,0
523558,7,166,16,27,1,0.292697965230075,0.27,0
522690,11,146,15,5,2,0.29706555791707706,0.27706555791707704,0
525615,7,166,15,27,1,0.3627443738502101,0.3627443738502101,0
531531,10,50,17,34,0,0.38798342937592495,0.367983429375925,0
525060,7,166,16,27,2,0.26628541315109894,0.2488562394532967,0
524677,11,147,16,10,1,0.32411474329487705,0.3114672005106899,0
529593,7,166,16,27,0,0.3182813154649238,0.30785164433115464,0
527485,0,88,15,30,1,0.29869440110525874,0.2931666295187932,0
524133,7,119,17,31,1,0.24575506017876256,0.23787753008938126,0
526688,10,42,16,26,2,0.3883463401181185,0.3625495924709475,0
521765,13,126,15,23,1,0.28119628083788145,0.2711259113768296,0
524584,0,90,16,30,1,0.32421020932213557,0.3033830963681549,0
530347,31,120,16,2,2,0.3851825599909116,0.37414604799272927,0
525436,7,166,17,27,1,0.32910514501396515,0.32910514501396515,0
527346,7,166,16,27,2,0.2159696759109275,0.20790902773278253,0
523733,4,137,16,28,1,0.29191661081979603,0.29556937928976207,0
527454,7,160,16,27,1,0.3078080586497555,0.2967120879746333,0
524678,11,147,16,11,1,0.32130269452981386,0.3081864769514495,0
526364,8,160,16,20,1,0.3223297978167789,0.3267473483625842,0
527369,4,107,17,30,0,0.2523268157025038,0.2384902235537557,0
531808,18,2,16,33,0,0.3247373989176426,0.3234217486470532,0
525549,0,71,17,11,1,0.368111235218761,0.36392235874063705,0
525885,1,94,16,30,0,0.33577232018246195,0.28458238557065757,0
525392,7,137,15,29,1,0.3838168017904747,0.3738168017904748,0
521105,11,88,17,27,1,0.3303536343060719,0.2869449886833954,0
527037,6,70,16,31,2,0.3273633955640363,0.31157559704269083,0
530013,19,97,15,29,1,0.3534727950792658,0.32173639753963296,0
527552,9,135,17,9,2,0.36654808444304504,0.3417259577784775,0
528832,7,124,17,25,2,0.3371371912386052,0.31142479415907015,0
525807,9,132,15,32,0,0.25975928013029276,0.24559915309446206,0
525267,11,145,13,17,2,0.3319055489470499,0.3175244391576399,0
525952,7,119,16,31,1,0.24318699313746214,0.2163739862749243,0
521106,11,88,16,27,1,0.34561686734217867,0.29660385508966447,0
521890,13,123,16,18,1,0.2077803431627905,0.19726165361860445,0
526710,7,58,16,24,1,0.46208183936402014,0.42067204263662933,0
532774,10,48,14,31,1,0.35231084491284737,0.2976994010539066,0
523136,13,122,14,2,0,0.3752416689971994,0.3513383365960792,0
532494,7,166,17,27,1,0.3357764066965245,0.33349483380962613,0
532049,0,87,17,29,0,0.29989369571505564,0.27991495657204457,0
521388,13,122,16,2,1,0.30996616998958276,0.29994925498437414,0
526021,0,88,17,30,0,0.36754207833322966,0.35442759791653705,0
526147,7,122,14,27,1,0.31292065218651954,0.32,0
525028,8,160,14,21,2,0.2903457971893936,0.27271612324337097,0
527969,7,166,17,27,1,0.26142009892575924,0.26856507419431946,0
526152,6,61,17,31,1,0.33822378319101853,0.33951329646742595,0
529889,0,80,17,29,2,0.3086915283361851,0.2900840698353296,0
523939,0,89,15,30,1,0.37744833092980495,0.37781285508268997,0
526410,7,166,16,27,0,0.3418674266779604,0.3434939413423683,0
527106,10,41,17,31,2,0.22900228956970914,0.22343053391689355,0
532769,10,48,14,31,1,0.376348644077864,0.3541578305245824,0
526217,0,88,16,30,1,0.21020951471309884,0.19862270362546067,0
525262,11,146,13,5,1,0.31257563734913113,0.3025756373491311,0
532884,34,109,17,15,2,0.2457560623390804,0.2409072748068965,0
531029,4,110,16,20,0,0.3202830654485378,0.31028306544853784,0
529927,11,146,14,5,2,0.28,0.26,0
531519,9,150,16,31,1,0.3353750279696457,0.33973613286528,0
527096,7,166,15,27,0,0.3302861364657279,0.3204292046985919,0
532030,12,59,17,29,0,0.2557937837853136,0.24463502702825088,0
527224,11,146,14,5,1,0.32,0.3,0
530226,3,103,16,30,1,0.2839712154597412,0.2739712154597412,0
526737,11,146,13,5,1,0.36530090484193267,0.3553009048419327,0
525458,8,156,16,16,2,0.27383853263215696,0.2689441205746882,0
525030,8,132,15,18,2,0.355011484583988,0.33505742291994023,0
525497,7,59,17,24,2,0.31246407928058473,0.2849281585611695,0
526715,7,57,16,17,2,0.42784686227265134,0.3859537932805664,0
525119,3,101,17,30,0,0.3017959486794113,0.284873517887058,0
532660,7,150,16,28,2,0.18561760552331183,0.16842640828496774,0
528470,2,76,15,30,1,0.2981543491140045,0.27407717455700226,0
530230,7,129,17,30,1,0.27,0.2656082126810411,0
525548,0,77,17,18,2,0.3508517441496829,0.3469085270929951,0
529587,0,88,16,30,1,0.2790552879436119,0.2590552879436119,0
531002,11,146,16,5,0,0.3304903283857966,0.32417126732995993,0
529333,7,119,16,30,0,0.3622583190133779,0.35322617001911133,0
527967,7,166,17,27,1,0.2637049180237168,0.27027868851778764,0
528268,11,146,17,5,2,0.32413983490372966,0.31413983490372965,0
531747,13,88,17,33,0,0.33,0.31649609691487907,0
528135,11,146,13,11,1,0.30386643751284403,0.282333046891055,0
531901,26,117,16,20,2,0.31,0.28687853760633014,0
523555,7,166,17,27,1,0.27532877445726156,0.27,0
527633,4,71,14,26,1,0.2587011627677633,0.23,0
528693,15,154,15,33,1,0.27123405045805893,0.2655413781849413,0
528575,5,112,16,30,1,0.25550253484707736,0.24993183051767087,0
528636,11,146,15,5,2,0.32012794566606234,0.3200255891332125,0
525509,1,96,16,30,2,0.34663763239096784,0.3319651588691614,0
529250,8,127,16,22,0,0.3530087185911769,0.35650435929558844,0
521681,22,120,16,1,1,0.27426762615026873,0.24975539594765134,0
532808,0,88,15,30,1,0.36174151565128143,0.355268350723646,0
532025,14,56,17,29,0,0.2534688244836318,0.25173441224181586,0
532354,0,88,17,30,0,0.2781114283106806,0.2674819044142408,0
526822,8,158,13,19,0,0.2048351253251371,0.1848351253251371,0
527367,7,166,16,27,2,0.23427717046898872,0.21023097539082392,0
524374,9,135,16,15,0,0.39603491380199324,0.3939650861980068,0
525039,7,166,14,27,2,0.29845721037253947,0.28529529810892396,0
531901,15,49,15,34,1,0.3244132368405963,0.318114339910646,0
530798,15,15,17,32,0,0.35294868357571496,0.3597115126817862,0
527048,6,69,16,31,1,0.3064024296438242,0.29386855638964104,0
526994,11,146,15,5,1,0.41634042531272497,0.4058829784768156,0
530367,11,146,15,5,2,0.43616951956100697,0.41308475978050346,0
528456,7,162,16,27,1,0.31724595289255353,0.30862297644627673,0
525916,11,35,16,31,1,0.22388160462673454,0.20776320925346906,0
530474,30,104,16,29,1,0.29278358219565526,0.25759452739855176,0
532110,7,132,16,29,0,0.2944183752650227,0.30441837526502263,0
525493,6,56,16,19,1,0.28702428156269255,0.2635887725447804,0
526834,11,146,12,5,0,0.25,0.23,0
526635,7,165,16,26,1,0.31212419746880554,0.31154487088640404,0
521490,8,99,16,14,1,0.30567793115467307,0.30351689673200966,0
532452,11,145,13,12,0,0.38066539087215046,0.37133078174430084,0
524876,2,21,17,11,2,0.2935957770254389,0.28815746621526334,0
529922,11,146,14,5,2,0.271580184561661,0.2638600615205537,0
523079,13,126,14,23,0,0.30219291962398875,0.2758507955111854,0
527484,7,119,14,31,2,0.2196891778769095,0.18980573617306845,0
530611,11,145,16,30,1,0.34,0.32096078966237174,0
530116,14,40,14,32,1,0.32629179938077174,0.3395501592569261,0
521013,13,125,15,21,1,0.37598841585699544,0.3691860990283945,0
529154,7,166,17,27,1,0.19424926675144105,0.1947804250953712,0
527158,5,77,17,13,2,0.3034982102369621,0.2934982102369621,0
526539,5,96,17,31,0,0.41536148896642106,0.3860844668992632,0
524489,11,146,16,5,0,0.3438413351788832,0.3438413351788832,0
524623,3,36,16,35,1,0.3793593845438044,0.3716992306797555,0
525511,15,18,16,29,2,0.32317285654702277,0.31951856964106823,0
526014,11,42,16,33,1,0.26668007171880803,0.26169012550791404,0
521933,11,143,16,7,2,0.35268434580479646,0.35463546396159673,0
527166,0,82,17,22,0,0.29778728307968505,0.28168092461952765,0
523380,11,146,17,5,2,0.45580991280764144,0.4677465504101886,0
526375,14,7,16,31,2,0.2617534257538045,0.2593835643845112,0
527182,11,146,13,5,1,0.330836462416915,0.31238452847647424,0
533198,7,163,13,23,1,0.27401232318354013,0.27836236478741305,0
523749,6,156,16,27,0,0.2650009670063284,0.2625014505094926,0
531249,16,7,15,25,1,0.31451916855026657,0.3146565489644761,0
521743,13,125,15,21,1,0.335502683577288,0.29825402536593204,0
530957,0,88,16,30,1,0.31316960777967406,0.2953645424096198,0
520989,13,122,14,6,1,0.3030903058277554,0.27618061165551083,0
528267,11,146,17,5,2,0.3366193312077686,0.32,0
527818,7,166,16,27,1,0.2788083935592912,0.2788083935592912,0
527212,11,146,14,5,1,0.3306314064555627,0.3106314064555627,0
523381,11,146,17,5,2,0.45,0.46,0
529750,7,166,17,27,0,0.3136306668543369,0.3293844447572281,0
533263,10,141,16,8,0,0.3168380830827031,0.30683808308270316,0
531280,7,119,17,31,1,0.1833476130118381,0.1831532145426426,0
524527,0,88,15,30,1,0.3902897645887705,0.38780787487556867,0
525208,0,88,15,30,1,0.28204969589323897,0.2714818170284704,0
521380,13,122,16,2,1,0.29,0.2713633598894418,0
528326,0,88,16,30,2,0.2696717286841796,0.24529222259394518,0
528451,15,162,15,28,2,0.2713516232221107,0.26,0
527479,4,109,14,30,1,0.2549851846201365,0.2313461272783431,0
524367,0,91,16,28,0,0.34344108229609754,0.3240145960121138,0
521879,13,122,16,4,1,0.2330884848495008,0.1982721212123752,0
531387,11,146,17,5,1,0.3626622618088914,0.34532452361778276,0
532480,8,159,15,19,0,0.2713693751042982,0.25794475009734497,0
526151,1,79,17,8,1,0.34336936020326014,0.33673872040652025,0
531005,7,164,15,24,0,0.24473968852895214,0.23473968852895216,0
522670,12,123,15,17,0,0.2601600556617629,0.2401600556617629,0
526334,7,166,16,27,1,0.2995156505613996,0.30573537872148704,0
528493,3,105,15,30,1,0.34313727488366436,0.3186601540309418,0
526638,0,88,14,30,1,0.36117936150960894,0.3411793615096089,0
524620,7,119,16,31,0,0.3067449961248925,0.31565999483319,0
526062,11,5,16,22,1,0.31442563400255347,0.32,0
523422,0,87,17,29,1,0.3670005929304312,0.37625074116303897,0
526277,16,88,16,34,1,0.28217037265547223,0.2956592546890556,0
527803,7,166,16,27,1,0.25893347888245444,0.2652446385099393,0
526736,10,150,17,10,1,0.3383048309156932,0.3306438647325546,0
524677,11,145,15,26,2,0.5033390455901425,0.47787192194293104,0
523299,0,87,16,28,1,0.3392014721241053,0.3292014721241053,0
529613,3,103,16,30,0,0.3448461091153035,0.349824124703204,0
526883,0,88,17,30,0,0.3081233695738974,0.2890616847869487,0
526609,3,105,17,30,0,0.32411750481433754,0.3228372112630831,0
524597,25,91,16,39,1,0.27373723121847365,0.2607700773161644,0
531901,4,18,16,37,0,0.357623493992508,0.327623493992508,0
530478,28,95,16,24,2,0.27546341458692375,0.23769401326083978,0
532503,11,45,17,6,1,0.31523096372740506,0.3010112390780922,0
525140,10,37,15,34,1,0.20495344707167057,0.19495344707167056,0
529284,11,145,15,25,2,0.41266832986964697,0.43466868627028554,0
526453,0,85,16,30,2,0.3111321837918616,0.26396264327151564,0
529782,7,135,17,29,0,0.30046501643573975,0.32046501643573977,0
528316,9,40,16,31,1,0.2553240151509653,0.24083327751144085,0
529591,9,65,16,29,1,0.29655945696597313,0.28324756557277847,0
529829,6,76,15,19,0,0.3,0.2931909471166207,0
523069,13,125,15,21,0,0.32528262625732646,0.33116602387029676,0
530469,27,106,16,29,1,0.2852709422419385,0.25509031408064614,0
524721,15,94,16,29,0,0.29277682583367204,0.2818875561671409,0
531154,11,145,13,4,1,0.2725825660849799,0.2520086625105399,0
527824,0,88,17,30,0,0.29,0.2796019050995896,0
531229,7,166,16,27,0,0.24930250922017821,0.23677344710435233,0
521548,11,145,16,13,1,0.3505310745328348,0.3426252339562203,0
531023,0,88,17,30,1,0.34,0.3265608943950825,0
530966,11,146,17,4,1,0.40063535743113154,0.4003176787155658,0
522156,12,108,17,20,2,0.31832565842401617,0.29332894767086637,0
523424,0,89,17,30,2,0.40942555743735776,0.370669609503551,0
530051,1,94,17,30,0,0.2979855703276857,0.2820144296723143,0
521106,13,122,17,6,1,0.3258820315903019,0.2905871105660565,0
529880,0,77,17,29,2,0.2791615152063029,0.2690417316643462,0
530282,10,150,13,9,0,0.2784192011619203,0.2649774783531327,0
524935,0,88,17,30,1,0.24845398197211344,0.2184539819721134,0
525638,18,93,17,35,1,0.4722090498352949,0.4537025170279419,0
524362,1,78,16,30,0,0.34431620316983025,0.32755335554720283,0
526220,0,88,17,30,1,0.22856948990446657,0.22233589991315142,0
528772,4,107,15,30,0,0.4395487992591786,0.43327059921287725,0
529929,11,146,14,5,2,0.2870293039235378,0.26702930392353785,0
527365,7,166,16,27,2,0.2703121514014538,0.24041620186860507,0
528096,7,119,15,31,0,0.4465205431176413,0.46555402731698603,0
522361,13,123,16,19,0,0.41303848306092733,0.3930384830609273,0
528284,11,146,16,5,0,0.3122223821391611,0.3177776178608389,0
527477,0,88,15,30,1,0.31570070427465946,0.307743460806851,0
526553,2,100,16,30,1,0.3749575865010689,0.35053199250059386,0
529223,7,166,16,27,1,0.2724530170371837,0.27327068938291166,0
525562,16,88,15,34,0,0.31618348912338634,0.3120611630411288,0
526379,15,8,17,23,1,0.24759330137334418,0.21345773516445887,0
525434,6,118,15,30,2,0.18003869419654614,0.16003869419654615,0
524466,0,88,16,30,1,0.29329536679343426,0.27318146717373704,0
529816,7,119,14,31,1,0.42928858763145517,0.4084936597952529,0
526519,7,165,17,27,2,0.33074827568242626,0.3011224135236394,0
521002,13,124,17,20,2,0.19165707325926773,0.16998848791112126,0
531006,5,114,17,30,0,0.2890883336017976,0.2875736113348313,0
529100,0,88,17,30,0,0.3633995980900005,0.3533995980900005,0
525201,4,95,15,30,1,0.2205762774060356,0.2056174400778953,0
523414,3,96,17,30,1,0.2667284888510019,0.24672848885100193,0
527180,11,146,14,5,1,0.3245732125063621,0.3091464250127242,0
526737,11,146,13,5,1,0.36842727134370845,0.35842727134370844,0
526565,7,165,17,25,1,0.1786156999656823,0.14957299996186924,0
528174,2,105,17,36,1,0.33338963071594435,0.3525422230369582,0
525505,7,165,17,26,2,0.2499191697872986,0.2498383395745972,0
523028,11,142,15,12,1,0.36643241057699716,0.3632162052884986,0
527911,18,112,17,30,2,0.22111031509823786,0.20928520256315292,0
526892,7,119,16,31,0,0.34966766082350764,0.35966766082350765,0
525730,1,95,16,30,2,0.34493269224402284,0.33733173061005717,0
533296,11,146,17,5,1,0.36232820348910205,0.3241907662803837,0
526388,15,9,17,21,2,0.24477140884563758,0.21435890021560405,0
524895,0,88,14,30,2,0.3596016691461332,0.35450208643266645,0
521233,13,123,17,18,1,0.32895388263767844,0.3101812290112697,0
532021,7,166,17,27,1,0.363796009697503,0.363796009697503,0
527036,6,70,16,31,1,0.34,0.33279325870812015,0
530355,22,131,16,3,2,0.40467555609070394,0.38974044487256315,0
526727,10,50,16,28,1,0.4227922965379782,0.3925592681444552,0
533221,0,79,14,19,0,0.35276303549980037,0.3288485801748303,0
525387,0,87,16,30,1,0.3001952896471538,0.3105858689414614,0
524214,20,1,16,28,2,0.34369271040881477,0.35006886827744027,0
533048,10,147,17,32,2,0.2827102143076209,0.23,0
531804,16,6,16,34,0,0.264627976442519,0.24300264572668356,0
524908,25,57,17,32,2,0.24695579868500966,0.24771684901375723,0
525799,8,158,16,29,1,0.2708990409448428,0.2708990409448428,0
526728,11,146,14,5,1,0.312566721791168,0.2934222957215573,0
528975,10,29,17,39,0,0.2500873658232882,0.22026209746986466,0
526610,0,88,16,30,0,0.4112308520313261,0.40807713007831525,0
525796,14,54,15,29,2,0.3316062364637098,0.32,0
529261,7,165,16,27,1,0.3504609043113023,0.350599175604693,0
530799,0,89,16,30,0,0.4066438513874474,0.39664385138744745,0
531024,11,146,16,4,0,0.298310944433672,0.288310944433672,0
527420,3,18,16,9,2,0.32337940875762916,0.31693803600813775,0
528343,6,117,16,31,0,0.30892775306077885,0.3178555061215577,0
526030,0,88,16,30,1,0.2774824228933048,0.2531118171699786,0
523081,11,99,14,26,1,0.2758662179380686,0.25646655448451716,0
523039,12,126,16,16,0,0.3886767647207182,0.3873535294414364,0
524054,8,126,16,23,1,0.22091763787510896,0.2080888802153807,0
524775,7,146,16,28,0,0.334846529117396,0.34068838861087397,0
525867,11,146,16,5,2,0.2803156858958968,0.26,0
528759,13,71,16,8,2,0.3312921925385558,0.3212921925385558,0
522689,11,146,15,5,2,0.2996595819128069,0.2796595819128069,0
528090,7,164,16,28,1,0.2609769758520703,0.2580460482958595,0
530005,21,108,15,24,1,0.35194941687022985,0.3258482506106895,0
522164,2,173,16,27,1,0.3311971427646012,0.3388028572353988,0
526809,7,161,15,21,1,0.24705039657800437,0.23398664449986692,0
531028,5,118,16,16,0,0.31337559395585196,0.30337559395585195,0
529118,0,88,16,30,0,0.3429513566317636,0.32393514217568486,0
528240,11,146,17,5,0,0.43585912100032914,0.40957310238489386,0
530951,0,88,16,30,2,0.2876071462397151,0.2885580395196795,0
526865,0,77,17,17,0,0.3416330322822413,0.3279596387386895,0
531366,10,118,15,22,1,0.3102005890689934,0.24040117813798675,0
525637,21,89,17,36,0,0.52,0.5,0
524360,10,134,15,7,0,0.3861525310950913,0.3715367081267884,0
531452,12,49,15,36,1,0.26190417486872686,0.2505351639394314,0
530957,0,88,16,30,2,0.2960244832457472,0.28,0
528271,11,146,16,5,1,0.31857667634353176,0.31142332365646824,0
531013,4,107,17,30,0,0.30289861196253387,0.2990821766354449,0
530286,10,148,13,7,0,0.2650355411615762,0.24850528142963224,0
525694,0,88,16,30,0,0.22788959694437444,0.2356354263888389,0
525388,5,113,16,30,1,0.38117869951972766,0.37494295961578217,0
526710,7,59,16,24,1,0.45836904712997173,0.4181016480130574,0
523146,13,122,14,7,1,0.36,0.3365143397916681,0
531676,14,152,17,19,1,0.3589824093362425,0.3561737231773738,0
526380,10,14,16,29,2,0.2513934937015241,0.2334837342538102,0
532646,8,158,16,29,2,0.26937575495652344,0.2687515099130468,0
529922,11,146,14,5,2,0.26624008728279425,0.26208002909426475,0
526195,12,88,16,33,0,0.37419148499560173,0.37032039587769594,0
523327,1,80,14,28,1,0.3391251901616835,0.30912519016168355,0
530838,0,90,17,30,1,0.32,0.3207983527518538,0
523815,9,105,15,31,0,0.4341761201876457,0.4156320901407342,0
526833,11,146,13,5,0,0.3147350614039529,0.2882615552635576,0
527008,7,166,17,27,0,0.34188238614137556,0.3558676844090475,0
522765,7,129,17,30,1,0.2151147979269505,0.18296647421614334,0
526047,5,60,16,30,1,0.27293507577888804,0.26587015155777605,0
533293,10,116,15,24,1,0.4026713732260063,0.38400705983900946,0
528583,7,118,16,30,2,0.240314448723441,0.23031444872344103,0
521388,11,135,17,26,1,0.3287050735998426,0.3156474632000787,0
521379,13,122,17,12,0,0.324247437311484,0.2973979498491872,0
529645,0,84,16,32,1,0.31,0.29517989230849784,0
532066,0,88,16,30,1,0.3534737488962024,0.3201238960848845,0
525444,7,166,17,27,1,0.3384611628944969,0.3294500665786389,0
530284,2,75,16,30,0,0.33,0.3214178021227348,0
528944,3,58,16,13,2,0.2927718757066965,0.2696937503854708,0
521552,31,100,15,30,1,0.3072506090778956,0.29088943029146275,0
526329,8,157,16,17,1,0.36851370402127726,0.37,0
529460,5,114,16,30,0,0.4023415384479327,0.40088582994519234,0
526880,0,88,16,30,0,0.30933867042647206,0.29132265914705585,0
529739,16,138,16,26,2,0.30473297225000057,0.3181899603571437,0
528607,7,133,15,29,1,0.30004763985075955,0.29004763985075954,0
529589,6,115,17,30,0,0.3655204144164925,0.3719005180206157,0
524915,11,145,16,19,1,0.37337668890325926,0.3745022518710123,0
531435,8,118,14,30,1,0.21094188281941179,0.20094188281941178,0
526814,2,102,15,35,1,0.47605045395288476,0.493438950410799,0
531754,17,95,17,34,0,0.3121632607725868,0.3043928531760135,0
527808,1,72,17,33,1,0.3299643599180392,0.3133036332650327,0
526737,11,146,15,5,1,0.35500419322055393,0.345004193220554,0
526287,14,97,15,33,1,0.26326503515333555,0.2665300703066711,0
529291,0,88,15,30,2,0.3294606911866634,0.2895505759888861,0
533008,7,99,17,31,1,0.34933972309981093,0.3366724755452827,0
527015,0,88,16,30,1,0.3293245388769873,0.3259802124732215,0
521322,13,122,13,9,1,0.3100072686578915,0.2936456146554983,0
529816,7,120,15,30,1,0.4425741536473299,0.4129454459649634,0
531870,10,105,16,31,2,0.31057615045822273,0.3,0
529184,0,88,16,30,2,0.28510575220675033,0.27196753318090655,0
524592,9,138,17,12,1,0.4096597366626904,0.39391304491628,0
525883,2,99,16,30,0,0.3198698712838077,0.2744626453624231,0
529819,8,115,14,31,1,0.4306500367183137,0.4071000244788758,0
533045,19,48,17,24,1,0.3382273825589247,0.3134319153405873,0
532767,10,48,14,31,2,0.3612342363634288,0.34246847272685754,0
529416,10,12,14,34,2,0.3684995832863608,0.3650997499718165,0
522331,13,124,17,20,0,0.3068335091926928,0.2870337202239242,0
532042,11,145,17,33,1,0.3555371251503471,0.34603300013364185,0
531197,0,79,16,29,1,0.3175230630958589,0.30190382886982364,0
528414,7,119,16,31,1,0.2849907287476464,0.28174119231026407,0
530166,9,155,16,14,0,0.3528891500973146,0.34740762508109546,0
521899,11,116,16,22,1,0.29146802423730755,0.27091402144069515,0
528548,0,86,16,29,1,0.31140656311640663,0.32046885437213557,0
521815,12,106,14,25,2,0.34436932904474177,0.32697444087061817,0
528298,9,88,16,32,2,0.21691422681635814,0.20261898626703972,0
529833,17,96,14,34,1,0.3376559941158857,0.3451039960772571,0
530801,0,88,17,30,0,0.32971081924741974,0.32422527828504877,0
529321,8,157,15,18,2,0.2920948941378868,0.2741897882757736,0
522677,12,130,15,13,0,0.266941738853683,0.24694173885368298,0
524596,7,119,16,31,1,0.2697342973191802,0.25433574329795045,0
527207,11,146,15,5,1,0.34,0.32,0
531122,11,146,16,5,1,0.33970566331931495,0.33519581072360716,0
529367,9,48,13,30,2,0.409287015190773,0.38923608770439966,0
525991,7,119,17,31,1,0.29368108950207966,0.28368108950207965,0
524749,0,88,17,30,1,0.3031548129367918,0.2837857755241502,0
530799,0,88,16,30,1,0.23305838654645253,0.21793430064724087,0
527287,10,141,17,32,1,0.36573840352746245,0.36717300440932804,0
528178,1,79,16,28,1,0.27217826641917786,0.26328538154819403,0
527003,7,166,16,27,0,0.3273150582532454,0.3286575291266227,0
523387,11,146,17,5,2,0.45,0.46,0
529247,9,152,16,12,1,0.3696088446742673,0.3630725631161782,0
525913,0,88,17,30,2,0.23,0.21852397716047245,0
529149,9,152,14,12,0,0.2959989902903897,0.2828564216359926,0
526765,4,71,16,33,0,0.29794746168980696,0.30346059626735516,0
522510,33,103,15,28,0,0.3102710995842667,0.29032531950112006,0
522165,9,150,15,23,1,0.3294491746850917,0.3229661164567278,0
532492,7,163,16,24,0,0.37,0.3674477716478836,0
523990,6,118,17,30,1,0.2210956343533553,0.20104583279183916,0
533290,10,115,15,24,1,0.4005928016507631,0.3850478878366954,0
524429,0,88,16,30,0,0.3578289053419786,0.3278289053419786,0
526328,7,161,16,21,1,0.364872634571738,0.37,0
527224,11,146,14,5,1,0.3251859372015413,0.30518593720154136,0
531019,9,154,17,12,1,0.38091821726162634,0.3787345738093011,0
526835,0,80,16,21,0,0.27460322230823625,0.2702963408210205,0
530811,0,88,16,30,0,0.2878283531449533,0.2605331635571859,0
529746,11,145,16,29,1,0.31874381469100105,0.3324628881460063,0
527528,5,112,17,30,1,0.31893743729559426,0.3034061559433914,0
521511,3,61,15,34,2,0.32074912773574443,0.3292073156917018,0
527746,2,98,16,30,0,0.2998355108617532,0.2965570072411688,0
527230,11,146,14,5,0,0.37219858842166614,0.3586383061059994,0
528096,12,136,15,43,1,0.27,0.22303515178758163,0
529313,11,146,16,5,2,0.26814037624326137,0.2540701881216307,0
530684,2,97,16,30,1,0.3140289276188334,0.3072231420950667,0
528825,5,110,16,30,1,0.33871835104109477,0.3058979388013685,0
525990,7,119,17,31,1,0.29063685109604837,0.28063685109604836,0
526834,11,146,14,5,0,0.33113599676921707,0.3030223970922954,0
520998,11,134,15,3,1,0.26951552246955535,0.24459626872462947,0
525766,16,84,17,34,1,0.3338672914465412,0.35773458289308235,0
527837,7,60,17,33,2,0.29320312465760956,0.28456249972608766,0
528267,11,146,17,5,2,0.3349829437655856,0.32,0
526931,21,89,17,36,1,0.2979968298073816,0.3069952447110724,0
528258,8,159,15,19,2,0.2519076003253831,0.2487168402928448,0
526974,3,103,16,30,2,0.3248927177839087,0.32,0
532214,16,148,16,18,0,0.3219294802640773,0.32136101789576654,0
529740,20,134,17,3,1,0.28557586288752945,0.26371724192501966,0
533307,7,166,16,27,1,0.35017244031468986,0.32890088527535366,0
521887,13,124,15,19,1,0.24249254926349206,0.22682687602835977,0
524667,7,119,17,31,1,0.2057621161906868,0.2038414107937912,0
527650,2,97,14,30,1,0.26808017521932587,0.25109353775588017,0
